الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
السوهاجى لقطع غيار السيارات /جيلى إيمجراند/اسبرانزا/بى واى دى/بريليانس.,30.2861573,31.7172615,أخرى,"السوهاجى لقطع غيار السيارات /جيلى إيمجراند/اسبرانزا/بى واى دى/بريليانس. is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2953,
الأندلسية للصناعات الغذائية,30.2856949,31.7921647,ثقافي,"الأندلسية للصناعات الغذائية is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2955,
Per-Sopdu,30.5534768,31.607844,تاريخي,Per-Sopdu is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2959,
شارع عباد الرحمن الحى 28 مجاورة 5,30.3337008,31.6820529,أخرى,"شارع عباد الرحمن الحى 28 مجاورة 5 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2965,
شارع الحاج عامر سلامه,30.6396017,31.4904053,أخرى,"شارع الحاج عامر سلامه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2966,
ڤيلا م / محمود شريف,30.3445516,31.6732442,أخرى,"ڤيلا م / محمود شريف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2969,
الحي ١٧ مج ٢ قط ٢٣ طارق عبد الحميد,30.3680952,31.7290217,أخرى,"الحي ١٧ مج ٢ قط ٢٣ طارق عبد الحميد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2970,
صينية ميزو mizu,30.2913373,31.7456276,أخرى,"صينية ميزو mizu is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2973,
النصب التذكارى للأمير كمال الدين حسين Monument to Prince Kamal el Din,22.6957117,25.872389,أخرى,"النصب التذكارى للأمير كمال الدين حسين Monument to Prince Kamal el Din is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2979,
"אנדרטת סמ""ר ירון מאיה ז""ל",30.4383256,34.5614143,أخرى,"אנדרטת סמ""ר ירון מאיה ז""ל is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2982,
"אנדרטת ה""פוגה""",30.5303929,34.5220458,أخرى,"אנדרטת ה""פוגה"" is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2996,
Wreck of Sabri Baba 1,22.6275143,36.5598872,أخرى,"Wreck of Sabri Baba 1 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2997,
Athribis (Upper Egypt),26.5113586,31.6653555,تاريخي,Athribis (Upper Egypt) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3000,
Egiptian Obelisk,26.5600525,31.7064608,أخرى,"Egiptian Obelisk is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3002,
Merritt Temple of Amun,26.5654214,31.7462625,أخرى,"Merritt Temple of Amun is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",3003,
Awlad Azzaz Site,26.5479692,31.5968821,تاريخي,Awlad Azzaz Site is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3007,
محجر الضبع,26.7394602,31.6396964,ثقافي,"محجر الضبع is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3008,
سكن الكوامل,26.4457324,31.6680588,ثقافي,"سكن الكوامل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3009,
Tomb of the Mayor of Athribis,26.5101559,31.6644884,تاريخي,Tomb of the Mayor of Athribis is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3010,
Zodiac tomb,26.5092436,31.6656757,تاريخي,Zodiac tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3011,
Temple of Ptolemy IX (Physkon),26.510337,31.6657441,تاريخي,Temple of Ptolemy IX (Physkon) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3012,
English Mountain Main Entrance,28.3526725,28.9073447,أخرى,"English Mountain Main Entrance is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3021,
Black Desert viewpoint,28.1393228,28.7417391,أخرى,"Black Desert viewpoint is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3023,
English houses (ruins),28.3572877,28.9020985,أخرى,"English houses (ruins) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3025,
Ruins,28.3529324,28.8646652,أخرى,"Ruins is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3027,
Temple to Alexander the Great,28.3420962,28.8223275,أخرى,"Temple to Alexander the Great is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",3028,
صخرة العامود Pillar Rock,27.1277594,26.4802198,أخرى,"صخرة العامود Pillar Rock is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3030,
"סוכת יוסי יפה ז""ל",30.8585284,34.4121322,خارجي وطبيعي,"סוכת יוסי יפה ז""ל is an outdoor natural or recreational area in Egypt, offering visitors the opportunity to experience the country's diverse landscapes from the Nile Valley to the desert and Mediterranean coast.",3033,
Nitzana Border Crossing,30.8823729,34.3949771,أخرى,"Nitzana Border Crossing is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3102,
Grand Egyptian Museum,29.9888,31.1344,ثقافي,"The Grand Egyptian Museum (GEM) is the world's largest archaeological museum, located near the Giza Pyramids. Housing over 100,000 ancient artifacts including the complete treasures of Tutankhamun, it offers an unparalleled journey through Egypt's pharaonic civilization. The museum's grand atrium features a colossal statue of Ramesses II as its centerpiece.",3108,450.0
Egyptian Museum - Tahrir Square,30.0478,31.2336,ثقافي,"The Egyptian Museum in Tahrir Square is one of the world's most important archaeological museums. Founded in 1902, it holds over 120,000 ancient artifacts spanning three millennia including the golden mask of Tutankhamun, royal mummies, and masterpieces from the Old, Middle, and New Kingdoms.",3109,200.0
Cairo Tower,30.0459,31.2243,ثقافي,"Cairo Tower is a 187-meter lotus-shaped concrete tower on Gezira Island offering panoramic views of the capital and the Nile. Built between 1956 and 1961, it remains the tallest structure in Egypt and North Africa. Its observation deck and revolving restaurant make it a landmark of modern Egyptian architecture.",3110,
Al-Azhar Mosque,30.0459,31.2626,ثقافي,"Al-Azhar Mosque, founded in 970 AD by the Fatimid dynasty, is one of the oldest universities in the world and the foremost center of Sunni Islamic scholarship. Its stunning complex of minarets and courtyards in the heart of Islamic Cairo attracts millions of worshippers and students annually. Al-Azhar University, attached to the mosque, has shaped Islamic thought for over a millennium.",3111,
