name,latitude,longitude,category,description,place_id,price_egp
سكن الكوامل,26.4457324,31.6680588,cultural,"سكن الكوامل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3009,
Tomb of the Mayor of Athribis,26.5101559,31.6644884,historical,Tomb of the Mayor of Athribis is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3010,
Zodiac tomb,26.5092436,31.6656757,historical,Zodiac tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3011,
Temple of Ptolemy IX (Physkon),26.510337,31.6657441,historical,Temple of Ptolemy IX (Physkon) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3012,
English Mountain Main Entrance,28.3526725,28.9073447,other,"English Mountain Main Entrance is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3021,
Black Desert viewpoint,28.1393228,28.7417391,other,"Black Desert viewpoint is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3023,
English houses (ruins),28.3572877,28.9020985,other,"English houses (ruins) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3025,
Ruins,28.3529324,28.8646652,other,"Ruins is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3027,
Temple to Alexander the Great,28.3420962,28.8223275,other,"Temple to Alexander the Great is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",3028,
صخرة العامود Pillar Rock,27.1277594,26.4802198,other,"صخرة العامود Pillar Rock is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3030,
"סוכת יוסי יפה ז""ל",30.8585284,34.4121322,outdoor,"סוכת יוסי יפה ז""ל is an outdoor natural or recreational area in Egypt, offering visitors the opportunity to experience the country's diverse landscapes from the Nile Valley to the desert and Mediterranean coast.",3033,
Nitzana Border Crossing,30.8823729,34.3949771,other,"Nitzana Border Crossing is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3102,
Grand Egyptian Museum,29.9888,31.1344,cultural,"The Grand Egyptian Museum (GEM) is the world's largest archaeological museum, located near the Giza Pyramids. Housing over 100,000 ancient artifacts including the complete treasures of Tutankhamun, it offers an unparalleled journey through Egypt's pharaonic civilization. The museum's grand atrium features a colossal statue of Ramesses II as its centerpiece.",3108,450.0
Egyptian Museum - Tahrir Square,30.0478,31.2336,cultural,"The Egyptian Museum in Tahrir Square is one of the world's most important archaeological museums. Founded in 1902, it holds over 120,000 ancient artifacts spanning three millennia including the golden mask of Tutankhamun, royal mummies, and masterpieces from the Old, Middle, and New Kingdoms.",3109,200.0
Cairo Tower,30.0459,31.2243,cultural,"Cairo Tower is a 187-meter lotus-shaped concrete tower on Gezira Island offering panoramic views of the capital and the Nile. Built between 1956 and 1961, it remains the tallest structure in Egypt and North Africa. Its observation deck and revolving restaurant make it a landmark of modern Egyptian architecture.",3110,
Al-Azhar Mosque,30.0459,31.2626,cultural,"Al-Azhar Mosque, founded in 970 AD by the Fatimid dynasty, is one of the oldest universities in the world and the foremost center of Sunni Islamic scholarship. Its stunning complex of minarets and courtyards in the heart of Islamic Cairo attracts millions of worshippers and students annually. Al-Azhar University, attached to the mosque, has shaped Islamic thought for over a millennium.",3111,
Khan El-Khalili Bazaar,30.0478,31.2627,cultural,"Khan El-Khalili is Cairo's most famous medieval bazaar, established in 1382 during the Mamluk period. This vast labyrinthine market in the heart of Islamic Cairo sells everything from spices and perfumes to gold jewelry and hand-crafted souvenirs. The surrounding streets contain some of Egypt's finest examples of Mamluk and Ottoman architecture.",3112,
Coptic Museum - Cairo,30.0058,31.2297,cultural,"The Coptic Museum in Old Cairo houses the world's largest collection of Coptic Christian artifacts, with over 16,000 pieces spanning 1,400 years. Founded in 1910, it preserves manuscripts, icons, textiles, woodwork, and metalwork that document Egypt's Christian heritage from the 1st century AD onward. The museum is located within the historic Babylon Fortress complex.",3113,100.0
Museum of Islamic Art - Cairo,30.0444,31.2474,cultural,"The Museum of Islamic Art in central Cairo holds one of the world's most important collections of Islamic art spanning 1,400 years. With over 100,000 objects including manuscripts, metalwork, ceramics, and textiles, it represents Islamic civilization from Egypt, Persia, Turkey and beyond. The museum was extensively restored after sustaining damage from a 2014 car bombing.",3114,100.0
Al-Muizz Street,30.0541,31.2617,historical,"Al-Muizz li-Din Allah Street is one of the oldest streets in Cairo, named after the Fatimid caliph who founded the city in 969 AD. Stretching through the heart of Islamic Cairo, it is lined with an extraordinary concentration of medieval Islamic monuments including mosques, palaces, fountains, and mausoleums from the Fatimid, Ayyubid, Mamluk, and Ottoman periods. UNESCO recognized it as an open-air museum of Islamic art.",3115,
Prince Mohamed Ali Palace - Manial,30.0154,31.2232,historical,"The Manial Palace on Rhoda Island is a stunning royal complex built by Prince Mohamed Ali between 1899 and 1929, blending Ottoman, Moorish, Persian, and European architectural styles. The palace compound includes a hunting museum, a throne hall, a private mosque, and lush gardens. It stands as one of Cairo's most refined examples of eclectic royal architecture.",3116,200.0
Gezira Palace - Cairo Opera House,30.0417,31.2236,cultural,"The Cairo Opera House complex on Gezira Island is Egypt's premier performing arts venue, opened in 1988. Built as a gift from Japan, the complex includes three performance halls hosting opera, ballet, and classical music. The surrounding cultural park also houses the Museum of Modern Egyptian Art and several smaller galleries.",3117,
Saqqara Necropolis,29.8714,31.2165,historical,"Saqqara is one of Egypt's most extensive archaeological sites, serving as the necropolis for the ancient capital Memphis for over 3,000 years. The site is dominated by the Step Pyramid of Djoser — the world's oldest monumental stone structure, built around 2650 BCE by the architect Imhotep. Saqqara also contains the tombs of nobles richly decorated with Old Kingdom reliefs, the underground Serapeum bull vaults, and the Imhotep Museum.",3118,300.0
Memphis - Ancient Capital,29.8526,31.2497,historical,"Memphis (Mit Rahina) was the ancient capital of Egypt during the Old Kingdom period and one of the greatest cities of the ancient world. Today the open-air museum displays the colossal fallen statue of Ramesses II, a sphinx of Alabaster, and scattered remains of temples and palaces. The site provides essential context for understanding Egypt's pharaonic civilization.",3119,120.0
Dahshur Pyramids,29.8081,31.2108,historical,"Dahshur is an important royal pyramid field south of Cairo containing two of Egypt's most significant pyramids: the Bent Pyramid and the Red Pyramid, both built by Pharaoh Sneferu around 2600 BCE. The Red Pyramid is Egypt's first true smooth-sided pyramid and visitors can descend into its burial chambers. The less-visited site offers a more intimate experience than Giza.",3120,120.0
